vid,score
w3112ajvsl9,1
s3111qa740r,2
p09768n7ay0,2
f3219hvkqys,0
l31214zwhov,1
c0034ukpfq0,1
h0978y3vx20,2
k3142n3itac,2
k31049u3ngd,1
a3118kf52aj,1
q3150uzde90,2
g0976egmfr1,1
p3108qdu7rf,1
p3103ywg28w,2
u3219fg0zn8,0
c3100ovq66s,2
o0034963yg2,2
m0976uve71z,2
q0034hcc8vt,1
y3125q4tbv8,1
j3115aagwwg,2
i312606mgj0,1
p3141tudttb,1
r097663ihu8,1
m3115xpoz28,2
t3219tu0zmk,0
y3128yrgrm7,1
z3115dskxpj,2
i310954a1dm,1
k3101brzr03,1
j3133aefxcc,1
l0034zqw1oh,1
j3079ic3f8l,2
m0034cmre5c,1
y0975olz5qj,2
q0977desrm8,1
o3210tfpzx3,0
b32193k96wb,0
a3105l0npdy,2
r3081nh4z7v,1
y0034u72bqd,1
n0034u6qyqy,1
z3123p07ghm,2
s3079tjh5ux,1
m3137493fki,1
h3124bb0ffk,1
r31026o1nrv,2
u3078niv9ih,1
j3219gt5uia,0
r3108l7ujcb,2
t0034qg3u8j,2
o0978gu9hi1,1
u31526jfcsy,2
m31140q0hhp,1
z0976snrn84,2
d3102qyyfpv,1
o313803fh5s,2
a3080zl3bw5,1
u307844cmuk,2
q3219x6gnpf,0
z09773wrqqx,1
p3103tbre9k,1
i3118iepgs0,2
i3111th0jz6,1
o003431qxwb,2
o0975ziommq,2
i3109zywivr,2
m0978iv6y24,2
v3115xmqodj,1
p3081nyi1sy,2
q32194a4whu,1
v3114xlnpfj,1
e3104r71ptn,1
g003481bgn2,1
s3132v5vtsi,1
l3116so80sg,1
k31285p0i38,1
s3117tv5d31,2
d3133do0c4z,1
p3109n3s007,2
o3219lrwh46,0
s3124ig09kv,2
k3100cy509y,2
l3139s7x39b,2
e0979obp7xk,1
f3106fe10uw,1
n3103h9m5kk,2
p00349veokx,1
v31313cz4cn,2
p00345ptfmo,1
d0978fs7c55,1
a3219tyxcky,0
w3122f0fiui,2
r30786argde,2
d3135vvotyt,2
p0977rrm82z,2
x0976ef3pic,2
a3124touaxh,1
w31256davbc,2
z3122qr0aid,1
j3134ks99z7,2
n3082t5d2l8,1
w3219l6ono5,0
l00345kcdhc,1
w3102io670c,2
o3114ewti0b,1
q3078fmj5ys,1
b31268liq42,2
h0034besye0,2
c0977n1befm,2
q31008iolz6,1
e0034c5rgow,1
x31118yljbn,1
r3219p0f5o7,0
z3118qy19il,1
m003410vvlt,0
v31422lqfwa,2
m310091tbnz,1
a3116ztvldy,1
p0034vdmf0r,1
k3133kmnh3w,1
l0976x9nuqv,2
u3125wbhf9i,2
b0975tq1csa,2
e3219guqwuo,1
u3106lb98l0,2
v3134mn8jwo,1
u3121663j48,1
m3152fw1a9q,1
z3079ctu9x6,1
c31022js3o4,1
k3101q6g6gd,1
y3111k1vaql,1
y31383i8nfi,1
f3135f7xvpb,2
n32197iuh84,0
h0975xrh7vd,1
u0034cdfsdh,1
u31410lz0v0,1
w3101c8iuwv,1
j3137u9eygs,1
w0034u65lk9,1
t0034ikyn2s,1
k3105upz3vc,1
i31264bc77t,2
e31141840k9,2
p321030xy0f,0
w3219h606bc,0
z3114mtco5i,1
z31220406rh,2
m0974tee947,2
x0977ht7zqt,1
z31150gi6a6,2
n3117ajxeqf,2
s0977thbmmt,1
b3104cidphg,2
v3137a1h7eu,1
t3136jhd948,1
e3219kiv3hh,0
z3079onufpq,1
s00349ap6r0,2
o09784n11yh,1
d3153ef4q8t,2
v31052gvs9x,2
f00345fv4c0,1
r3137lwrkqg,1
t3125wxiqtb,1
g0980bp54xl,1
l0034q7tcu4,1
t3219rh4qqx,1
i3111mj0d6y,1
o0976qfw4ua,2
j3124ngryv4,2
w3128hqml73,2
j3110i7alpv,2
y3101u7i3qh,1
y31420mt1g4,1
v31334sr912,0
v3147kbljg4,2
e0975wvx98r,2
x3219sc0s5y,0
c3081x70yke,2
i311674neq2,2
i3078yl3je0,1
p0034j1zfwc,1
f00349q9whs,1
c3117zkcknk,1
i09766zevm9,1
x0976cl74lp,2
z3105ox58qz,2
h3105izt8ay,1
g3219ngd75f,1
o0976phocom,1
s00342iz6cp,1
u308020o89e,2
l31190juzaw,2
d31405ro1oo,1
p3121wvj8u7,1
x0978eyyn22,1
b0978yycaak,1
y0979gu8zcw,2
x3111pzdqfm,0
h3219rr296c,0
x31039rioiz,2
k3109ani4gi,1
q0034oenp9z,1
z3132vk1p7d,1
r3111yyrb4k,2
x3115yb4qbz,2
x31470ht9r6,2
x3130bf3x7v,1
a0034tnv0ah,0
y3081ayfdnl,1
v3219zoyr1x,0
u0975b0g520,2
f3120gbqpfn,2
z31135cl6g4,1
m3114nld0e9,2
w0977ulm5gt,1
r0975fap20a,1
h3114ios3y9,1
g0034boltq7,1
c3110359nrx,2
e3125m7ddpe,1
k3219wt6bcl,0
q3111gzpfkr,1
x3145ic0ydr,2
n0034n7gvzt,1
x3104rj9b66,2
i3136alguyw,2
j3114yjqcic,2
s0975nb16y2,1
w3119tkp09i,1
q31257cajp8,2
r0977fmzrdk,2
k3219ymwua9,0
j3135sv4jjo,1
t3103kua8yb,1
d31077135tg,1
p0034f4o0q9,1
r3114es075l,2
r3101xkyfft,1
n3136cp9c49,1
n3102gupj80,1
i3101ve081s,1
r3103fxq4vh,1
o321913184e,0
p3135ybsjbw,2
o31342px3al,2
y0980osme2c,1
s31020kgy8e,1
n0034clhxpm,1
u3114miytxk,1
t30799uc1s9,2
e3102xdgkns,2
e3114ngfwch,1
j0034cr9v0v,1
l0959ovcmse,0
z3219wz3tfl,0
f31235fy1a8,1
s3116pc4ukw,1
b0034c9bpgq,1
a3104tk4up7,2
a3103h754sq,1
q3109bwmdvj,1
c3103qkif9m,1
o3103eurcxv,1
n0034xufcmk,1
k3219gfhl2z,0
m3152k0fvkx,2
s0978bhazfe,2
k3102ydh6k4,2
n0976500j1k,2
e0976i4gia9,2
n311803ai9a,2
f0034g4a38z,1
i3108hyvdk9,1
i3106gj4833,1
b3124avti0w,2
d32195gmqdz,0
y0975oex7ov,2
d314372hepp,1
h3111dzppdg,1
x0977nmk0at,1
f3148vc2cqm,2
e0034ezovbg,1
j3107nn0fw2,1
z30790dl8oi,1
m3116yjm7vv,1
r31012ifhn8,1
l32191ctjo7,0
o3081z0sn8h,1
n31151n7mhe,2
i3112vjyzoo,2
u0978yjb33w,1
b31038b59pd,2
q0034tuho0p,1
d3113sukeb9,2
g3137576ti9,2
o3114pmxn0n,2
w097568b4rv,2
d32195tpacd,0
x3102jcaf9h,2
p3136lplfzq,1
d0977xe5x70,2
q3107mvz2xa,2
d00346fiero,1
q0979kkt9ro,2
d00348mxu4v,2
h3082ar9pte,2
c00343jnm5e,1
e3219sog04t,0
h3081qh78zs,2
h31463gpykb,1
q0978e6il53,2
k0034npnrct,1
l31351bt2jg,2
e003481edcs,1
z3109isv745,2
l0034yxj2ug,1
z3100ea8rqx,1
j3104qbokg1,2
t32199mky81,0
g313089cqy9,1
w3104hoxs0w,1
v3149b1ytd3,2
x3115oibw6q,2
a310214vqul,2
i3113tl16t8,1
n3140df6lax,1
k3114aevbkc,0
p3129ln85r2,1
p3105ej67s2,2
y3219snfagl,1
q31232yfzyo,1
r09778nmcvc,2
z3106cvbt9n,2
h3125gmbyz2,1
z3105hsl2bg,1
h0034ehpgrp,1
l3109mhqczd,1
x3149py4jp5,1
o3139sohsgp,2
j3116khpm2m,1
m1437v5q5m8,0
m31371a9nhl,1
r3102jm22an,1
a3112cq2geq,2
s3124rr7mpi,1
g3111u38g7l,1
h3144qsipm2,1
v308226fj6z,2
v3121vsbajm,1
o3125p6x2s2,1
r3108n2lpeh,2
r3219uog73n,1
w3106zqa1ri,2
b0034pmk378,1
p0975ip7ze1,1
g31077flm9z,1
i31089w4ow5,2
e310828yris,1
h0974zp9gh8,1
h09753yj2f3,1
s3115f7xjpd,1
b3081naw556,2
d30133w6s0w,0
f32192ouukf,0
o3102438a69,1
v3127u4t84o,1
t0977x2y40b,2
f3116ro55r7,1
o31388vfy1y,1
f0978n01hvv,2
c3082nsyzp5,2
i00343opw5a,1
n00346lti0r,1
p3102nndfm0,2
s3219shjiuz,0
u31018u7ci5,0
h00343ye0oj,1
d3133unxbhk,1
m3118vmun5x,2
k0979d0xxkl,2
o31484kbl3f,1
q31265yd0yg,1
q3125ktisqp,1
f31297guhc2,1
u3114glo0xx,2
h321950ce8h,1
z0034ycqtkx,1
q0034xfdjti,1
y0034u6vi2x,1
n3101m2k4am,1
u3117gys7pv,2
o3106kb6vjp,1
d0977e0r299,2
c31110bwo82,2
y3079xqi82q,2
b3219lc61kd,0
z0976e5p1co,2
f3146cp6405,2
a003442rke7,1
a00345ptedu,1
b3082i4e0ty,1
i0975djx150,1
g3103vatenh,2
n31094o9kz9,2
g3106qugepp,1
o31027c3q6u,2
b3219csvdkv,0
c3139koy0hf,1
k0034xc6yu3,1
i3122c93ev8,1
v3117t17o3l,2
j3101eebs2c,1
u3115j57016,2
w3117tgnnw3,2
o00342vriid,1
n3103jkaadq,2
a0975d3py55,1
p3219m0qd8a,1
p3102eomj7f,1
l0976dotjx4,2
d3080wnayn9,2
s3149kij32m,1
g311394y1ep,1
y30787epmrq,1
h3106thar8v,1
g31017xnocz,1
l0977zzzgs7,2
t0977r6c3ha,1
z3219qz0ec7,1
c31304sntmp,1
q0976urmjoi,2
j3120fcs8h4,1
f0034y5e9s5,1
t3122g1uory,1
u0034bd9xvf,1
n3112xg0o6d,1
k3100fe4enw,2
z3110hqanlw,2
t31018vkwmz,2
n32193byisz,1
v0034hda2ep,1
j0975d1vogn,1
k0978paz04b,1
t313559k5kk,1
f3153lczre9,2
z3120v2uwbp,1
d31162fxe4r,2
b3124txnfrw,1
v3078iligw9,2
w3151czvwx3,1
t3219ccl0db,1
g3117ga6jf0,0
f0977q57rpv,1
w31311cr27p,2
f0034t01rqz,2
q3130wxro4o,2
n3110vvzogb,1
a3133gxrv4t,2
f31081zf999,1
p3152jq2set,1
o3106i8dcc2,1
s32197tla6s,1
k3115e3k360,2
t3137wcufbd,1
x311009oqyi,0
l31104885io,2
l31179p3iw5,1
d3111iy52u5,1
b3138u6h0ds,2
j31239burts,2
h3120x7hnwc,0
g0976qe0qel,2
j0929vl15ax,0
z3219e10a5n,0
j31531jaqnz,0
r0034wbe4qc,2
p3143ercny5,1
h30805oamr7,1
g0034q54ivs,1
y310839x2gp,1
x3102qbmzgk,2
f3102vcbesg,2
f3100n4zj5v,2
u0976jy0vkg,2
h3219jehpn3,0
m097296qbr8,1
t0977b1i0b9,1
c3137wado1v,1
n3130o0dyqa,1
v0980b0a3ex,2
k3113bhqea9,1
j0034xu7zyr,2
l0034dp5r4n,1
i3105d1ldpn,1
o0034h7smnx,1
t321956m4b7,1
z0034yez9px,1
j3111n1a66e,1
l3126jbhaal,2
x09781da64d,1
t3082ot570x,2
v3110e0f3zt,1
i3134yz4mx0,1
y3110ty7v93,2
k0979di7ot1,1
i3079dbgow6,2
j1437alkv39,0
d3125i5g1iu,1
l3134ccrhf8,2
u3113mmg2kp,2
l3129ti88au,1
f313023c799,1
m0979px3uop,1
n3079ugv7sv,1
e3101de636l,2
s0978wl2wdz,2
l3118pxmpc7,2
p32182vf8mu,0
a0978zb2304,1
w3121kezxpf,2
s0976cpul6o,1
j31050l7beo,1
f097557kj8n,2
f0975qq4g62,1
z31092907as,2
o3119535kv9,2
d0034bajyyz,2
l31108w3sqk,1
j32198edhqi,0
k0034agaghd,1
x0034nmtkjo,2
d0977f7cz33,2
d311785on2f,1
m3079y5glt8,2
e0975ee7a71,1
d0034ytfqed,1
d3079a0gpl1,2
g00349uecsi,1
c097556xhnv,2
p32196yyuiq,0
t3136lz0dxm,1
k3107169xbt,2
j3133di4rsb,2
k0979utdjwn,1
w3120j1jx5q,1
t0978dd9oo6,0
s3141okqp4f,2
o312119ktbl,2
z3120exkz2a,2
q3112obxgei,2
k3219mtw4v9,0
k3108rtwt3w,1
o0977hofbi2,2
p09750mg5bj,2
w3119v9i0n6,1
i3105qse2vq,2
r09759fdrnk,1
t3125ysi41e,1
r3106i65dji,1
d3101m07fov,2
u3111n6x38c,0
u3219x9bpxr,0
p3104uvryjz,2
o31511602jq,2
b3114yodt4x,1
l3081rjn4pb,1
b0979t1pqhz,2
h3104ov27uo,1
b3133dyd44f,2
k30817q29ve,1
e0977zj6a5c,2
p31513ix3j4,1
e32197n9w87,0
v0976m8pihv,2
a311358qxvd,2
z31152dlup9,2
m3114ma5hs9,2
x0034casit1,1
m3112hl2ol7,1
z3124ykp79d,1
q31516zeuct,2
u0034dtpl9g,2
t3143eozxwx,2
j0556my80wd,1
c3219uygm6d,0
k3078uue1k6,2
b3134btreck,1
r3152ozg9go,2
p09774g2xua,2
d310953tcu0,1
g0034t4ltpz,1
w3107yzm98x,1
l3112iu9e3o,1
a09759zl0rx,1
z09757dqt0l,1
a32194d6egr,1
c30799n0g80,2
y3120mzwcay,2
h0034d5vwl8,1
o0975wa6wsa,1
c3138598fke,2
x09788pfjj1,1
v3081poycjv,1
f0976991b0c,1
f0034g7gjeb,1
r3114g7to4a,2
j3219zp6zrf,0
l31514sopvn,1
n31431ab5q7,2
s3149h74vtn,1
s0975dychbi,2
t0979nyec0f,1
c3104czex98,1
t314318sscr,1
d3107wypg53,1
l3107obu0ax,1
v3135qea4la,1
t3219mioso7,0
x0034e6lgfk,1
o0976vbn4zf,1
k3101nxlux0,1
h3136ckxt3s,1
z3112fxmykd,1
x0034bpf3ly,1
g0034zmrjwn,1
a3102hmqe47,1
a3150sy3ami,1
h0978hn3vpx,1
j32192a7j7e,1
q3101eekvja,1
o30812x8x1r,2
r31424ng469,1
u3149zmgcnw,2
d3104npkbc3,1
d0976fv47cb,1
o31144nqa54,1
z3123c79gxf,2
e0034kef4wn,1
x3108tvogpj,1
e32193wqqji,0
f3123l71rnd,2
o3149pfpmmt,2
c3142ff9shn,2
j31026w31ly,2
n0034mogp6o,1
a31375ezjyw,2
j3115tvdpbr,1
g3082mh92cy,1
n3104io5i97,1
e315098pjim,1
g3219uln0qd,0
o0034qfxzxn,0
r3078u7aw2n,2
o31331fmep4,1
t3104wj4py3,1
u3104b6a95t,1
m3100n42uzt,2
b3114zz3ghj,2
x31508uapm8,1
b3113vuhszy,1
o3116sdnh9l,2
g3219ofulps,1
f3137c4xm4c,1
r3081uujkmp,1
f3082mfbys7,2
w31135jkvyn,2
l3121vzijs7,2
r3120j8i3p7,1
d3136tmqyfy,1
q3101p1icib,1
x00345uydv8,1
d31393mh51t,1
c3219vew3ye,0
s097673ce18,1
l31163cziw8,1
o31527m37ta,2
a3150h7u31t,1
y3111rfrlvl,1
b3135s1uvz7,1
g3101s1qcp6,2
d31348690xx,1
o0979qvnk0y,2
g3150k7e374,1
u3219oc4kic,0
i31524mra7m,2
p3112xrl5ac,2
x3104kumd3b,1
e0976csnr4u,1
k3150chixq5,2
l3108urddel,0
t31139jmv8h,1
c3108uy05t2,1
b3153x9uu0w,2
k3121in4zxw,1
e3106qai58m,0
e3219snpxfr,0
q30819h6x30,1
o31115fykns,1
o314995aws9,1
n0976bzcfz2,1
o3122fo8pmr,2
x3107nytua9,2
y31279vgeor,1
g00345yfv5h,2
j3144lhjynf,2
e0979mv4x3b,1
v31332z3ews,2
x3113vwpzfo,1
w31041uxb44,2
b3107hcznag,1
a0034cr6i69,1
f311641va2m,2
e3113tajlu1,2
q3124oy5m4x,1
r00341x3ojv,1
g003416nrgb,1
d3219oefq67,0
s00342m5zdr,2
s0034e7w252,1
t31512twj0e,2
b3110gmdfhx,2
y3108il70zb,1
a3121xiorkr,1
b3108e7hnbx,2
s3151lzft10,1
r3107m2l3ea,1
r3137iugqus,2
b3219rqg7hv,0
a3100axivck,2
h3112beqhwg,1
x3102afmg6g,2
g30798rxzct,2
r09757qjcv8,1
j0034olmrm1,1
u0975kipjiv,1
b0979jr9278,2
u0976x3w2yk,2
b0034izukt9,1
c3219wgfdv6,0
s3080pwn680,1
u3111ukauzb,2
z3142cki26b,1
u3079qem9mp,2
a3100fshkbp,2
r31234vh5zc,2
c3079jfuk7e,1
i3150nkvp4m,1
y0034ksc5l2,1
e3079qu52s8,1
a3219nsl2if,0
l3127lk6iwk,1
w3081w9s79l,1
l3103875jjm,2
g30807oamij,1
h3105obkxaw,1
c3100njvlcu,1
h3125qr7oge,1
p3104q46jih,1
c0976p64vd7,2
u097879xzgp,2
t3219rbcg93,0
m0977bv3suj,2
n0978i6qysn,1
j3079bb03wu,1
q0034xvosde,1
m3079qc35c1,1
d30796g4fip,1
u3111hewma4,1
e3103t4tjlp,1
z0034u9g1o9,1
m3139ha5vt5,1
d32193ro1vh,0
w0979aowale,1
g3102xuoghi,1
g3104getnwk,1
v0980iu2yzf,2
n3141akt7u5,2
i31108h2mjb,1
s0975in3k5g,2
v3107k69665,1
q3142k5d4bn,2
g3134waveux,2
a32191ej5de,0
o0976tkanmm,1
r0980c323zt,2
c3101if369e,1
f0976848rvc,2
a3101xhwbj4,1
t3113fphmyg,1
n3100alocox,2
n3119f33cy7,1
m3151panu62,1
m31296artgf,1
x3218lbtruy,0
r0978j6qej2,2
q3081kp209j,1
k312381yweu,2
t311263564w,2
i313577misk,2
k3110i94k3w,1
b3139um7imm,2
d0975kl90tq,1
d311741cu8f,2
q05370bxy9f,0
f32193mfbdw,1
t3107a3buar,2
u0034tiar4o,2
n3115md2wb4,1
o0975706gg0,2
p3125bwql20,2
u315000ey22,1
t31088ubv17,2
p3082o1dn5p,1
s31524anvww,1
r3106v6h8ja,1
s32190scee1,1
l3150t9itu1,1
w3080bo1fd2,1
w0034l7l8ga,1
g3124dun3ya,2
r3120a94p4r,1
z3108ppad17,1
a31332m2f81,2
u0976uixo2v,2
o3114aqoo4p,2
r3138rmwpym,1
w3219o4tqqa,0
p31122t95qc,2
c31451pih4s,1
q3140ogt0nw,1
a3106e3r0ru,1
t3140h9cg7r,1
i3108sf0d09,1
a0034yq0bx3,1
b3107f9joc3,1
u0034inxuw8,1
i3111b8gy5d,2
p3219hogs0k,0
c09796fncsl,2
s3152a88ykr,2
x31508050zq,1
n3124bc1pzt,2
f3082y2jc9g,1
d3115abauq9,1
k3112pzscc4,1
k09752xp811,2
x3129lwy2z8,1
y0979bai42w,1
r32199g3grg,0
v3154e6cgfh,2
j3105shchea,1
m3119k2dt1k,2
w3103bs3mum,2
u31031qqmv8,2
k3107zfqm4l,1
h310195glvf,1
r31057mam6g,2
p3133z6scbf,1
h3117hhbgz8,2
d3219m115vc,0
v0034d30dii,1
v0034l649aq,1
r0034snnjq6,1
v3100ncg3wb,1
f31009shyw0,2
g3113xqn45m,1
q31481rmdcn,2
q31071qtld8,1
k0977zorgq0,2
h0034emyvox,1
o32194fcijw,0
u09778ur0er,2
x3103ds5hgi,2
r3102lb1ba1,2
p3079vxdcfu,1
v0977h9p7j5,2
y0979ug5up1,2
c3101p1782o,1
v31103jsjx0,1
y0034r9n0dp,1
c3141zwn8xd,2
k3219bu7fwe,0
i3150u86i7n,1
t0979f5c6cs,1
b3122vocgij,2
f3119yjgfpb,2
f3104uuwlgh,2
n00343yzvix,1
c0034jsd0uo,0
f3100l1izvi,2
a00341an2ay,2
m0034bfd37z,1
q3219oq0pvi,0
v0978x7ivmg,1
t31021ft8b8,1
g31163mzd8a,2
j0978gqeiej,1
u31122ssa8o,1
v00346mv159,0
i3123ojumqp,2
g00349jnihu,1
c3123p09l3d,1
x3105vyy1gs,1
d3219jdr5y0,0
q31037wyyca,1
e0034iyv6iu,1
w30798t22s4,1
n3108df1fxm,2
g3106m91m19,2
e0034yesmz3,1
c0034pdcqd9,1
u0976hc263w,2
h31246mkvz6,2
l0034mlo28j,2
k32171pj5v2,1
p3151h71vjx,1
d0035rtl5vx,0
m0034kvcrz4,1
n0034rij778,1
t3103nswqh6,1
o3115az114w,2
n0034a7f7ec,2
u0034vek6lj,1
w3100dgg9n9,2
w3113rhi63i,2
o3116wb0iud,0
s3101ydcdwl,1
x3219lazy1v,0
j31011vbvzt,0
b3122u5sroy,2
g3103k49ze3,1
e0978ie7cki,1
u0034syun4t,1
f3118b5tfyg,1
j3106k01s0s,1
a3111b0vlmq,1
y3103e44i2d,1
u3152w0zxyx,2
n3219ld6uuc,0
g3127f82qg1,2
m3102ttm3d6,2
m3106mrhy9c,1
p3112fhk2v4,1
e0034l4omn4,2
g3151ompa2h,2
s3109hhfv63,2
m0978nboae1,2
x3112i7tnyq,1
s0034o63abn,1
w3219lznh6t,1
z0034kzd03l,1
q097662zovo,1
m3109leil1w,2
e31383rly0b,2
t0976yb5lv2,2
p310033wy7m,2
c3117jts6l0,2
u3150sjshzm,2
x0976f6r6js,1
x0976t9bqm3,2
v32196mtio1,0
h3107m1i7t7,1
v3120a8y6m7,1
f3145c9br49,1
i3135nibhqr,2
u09780aatqm,2
m3145i3jnzk,2
x3126tufavm,2
h3101k81drn,2
d3081z413ez,1
x3104x3vjh5,2
w32192ov1pm,0
i31073j0jqs,2
x3151971nqj,1
g0034wm071h,1
a0034f8noom,1
u3122ndcaa8,0
h31090szqav,1
r3110ub43p0,1
b09782qnpvr,2
v31272qg30h,1
q0034907jlk,1
b32195tbiww,0
w3082fbk844,2
q3105mzu949,2
b31209y2wvv,1
w3107w3bgme,2
z3137qrwgyz,2
d30794xlzuk,2
d0976j58b3d,2
x3149kxfbnh,1
s311950khte,2
r3136apk7n5,1
u3219agbe2g,1
v3150c1qd0t,1
k3152yube19,1
t31079mexhg,1
n31519ahbxt,2
v3105lcrnb4,1
n0034wxo45s,1
n0034x4iqze,1
u31069ltmyw,2
k3106pz8yni,1
m3109ooaal8,2
y32192elqs7,0
y0034fsetj4,1
g3108kdg45o,1
x0978m7ez1c,2
u3108yhgp22,2
g3118qwnzrv,2
j3122z2o6vm,2
i0980zb1pqz,1
l30829hmaoe,2
q0976jjb615,1
z3079jwpyeu,2
q3219iz6atb,0
h3126c8o42e,1
g3101gf3q4x,1
g3102gz8bz1,1
x3115colh2j,1
g3111zgbil8,1
g00349svei7,1
b0978314opk,2
j0976l7ku6l,2
b3141cb3foj,1
s3081ppqno7,2
n30517b3eyn,1
i3219cxmzf1,0
e3143k3re94,2
m3078njh10t,2
x0975ghqhcd,1
i3105ywbv59,2
v3120f75cfi,2
b09794900jv,2
g31428pkhz5,1
v3150e9h0iw,2
v312792sjln,1
b0978f5zcuq,1
s3219e7kxkk,1
j3082yu3d87,2
l3105xyayu4,2
b31180vtdtk,1
w311129b83r,1
y3150yb6i4c,2
f3102wg28v1,1
f0034gvzlbw,0
a3136fra303,1
s0034wb3m93,1
p003415me1g,1
o3219utvg7z,0
v3141um5x9t,1
c0979cxos03,1
a0977vhpv30,2
r31145cwrkm,2
e3124mf9ezt,1
e3082li0x2h,2
r3078c5mcge,2
o308081qwed,2
d0979taqns2,1
v3146e829u9,2
k32190h1ocn,0
k3104zu9980,1
j310000melq,2
a31506shzdh,2
x3104860n08,1
k0034n7wzi6,1
m3108e3sx2b,1
n3120w77tdq,1
b3137kujn9d,2
v003468gzgv,2
d0976y9lslx,2
d3219q1izf7,0
b3105ujiwtf,2
p3101yd1fph,1
x0034dnyacm,1
e3112iv8nmb,2
v3104xsgm9z,1
c09770j5htf,2
z3135wiuuq6,1
k31069iiux9,1
w3079tn53f7,1
q31238bahxf,2
y3219jrbkrx,0
w3127bsg9g0,2
b0034ac43k3,2
m09751z3sgl,1
o3113jwiiiv,1
p0976819cz2,1
b31399xp1o6,2
z3102jswbro,1
u3116xyrqlr,2
p31100qijsp,2
c0979rywah2,2
e32196vouey,0
q311452idtj,1
s0975h5pl72,2
r0979vjoh87,2
i3082w0hjwr,2
a3124a5d2ij,1
h3142ghn6i8,2
v3145uvtcv3,2
b3102a146qw,2
a3103a84sl6,2
z3136dhljfo,2
e3219ff99xp,1
d3101xh0k9b,2
v3139nu7h75,2
m3081tpjh2p,2
s0979rmqim8,2
n31391gyton,1
m0034cvp1n4,1
l3104r9xlk4,2
r3146zsr0a7,2
g097998zlen,2
w3150umh2b2,2
m1437hx69xk,0
g0978aiaj75,1
i3115wpbuc5,2
o31026zfx97,2
l3108c9vjz6,1
d31349snhzh,2
v0034syfj8l,1
g0979xz7olw,2
j0034w93idx,1
k31387ffhc4,2
t31383ou43m,2
t1437ckezts,0
p3100sn2m1g,2
z3107wnc71v,1
i3142kjddat,1
a31351g0dum,1
t3100szod7y,1
b0034lfhmrd,1
k31056bqctq,1
w3116xd377p,1
s3112tpvyfy,1
u31459y2g54,1
s32059whcnw,1
p1437a3tm4w,0
y3103a5mf85,2
h31343p8dpy,2
c0975gufv3c,2
n31209m55q7,1
l3114ntfsmr,2
z3125h0ebkp,1
o0034or7nje,2
t311182l5ew,2
p3105gwekn9,1
n00345wsf9t,1
i3219ijhdno,1
k3137t5i09s,1
h00347guds0,1
d3078pkr5ap,2
a3100b10mxr,1
d3080gu2w9k,1
o3136s6734m,2
x31094h1gvw,2
s313979r8rf,1
b0976kpcz7x,2
i0976xg0ptb,1
q32191878e4,0
e3082ewojok,2
j3117vjqp4z,2
c3103zc6596,1
b31458kaqy2,2
g0978dtvfgc,2
b3151cff53q,1
c00342i1s18,0
i3115ia21nv,1
q310817a1so,2
v32196o0x8c,0
d3082jhkzqx,1
v3111bvnqva,2
e3105tixynx,2
d3079p7y2ai,1
r3101rme1jw,1
k0034veqgsg,0
y0034gt2uge,1
d0978yv8lx6,1
q0034b0rt1t,1
m3143s1bm7o,2
b32196c6rsj,0
e3112qwzo18,2
c09765qzip0,2
b00349dwsui,1
w31153c4fjc,2
b31012s5x2b,1
w0034tw5oe6,1
b0034pimi58,1
r0034avxvx2,2
c3103nzll2f,2
z00340avmh3,1
p32190nfdym,0
d3108qajpcf,1
y0976dq9bcv,2
k0980lih4eo,0
q3112cy3vs8,2
x3081v8kgsj,1
s313573d4ag,1
l0979dqj6oa,1
m3079d4d7qp,1
r09785o5sh2,2
e0034ofon8y,1
g32190c0jui,0
i3106cf4xkp,2
i0979c65wt5,2
f0034y9i1ua,1
n0034eujg9w,1
r3123a4fh9v,2
t3122sr1coo,2
h3112rkxh9j,1
p3114qriexr,1
u31211cd1s1,1
h0034mmm1t6,2
l3219o914ds,0
h3115bajym4,2
n3101mzgot6,1
v3131iic5qe,2
i31416p4l4f,1
s3118gh9kry,1
a09772v5z9h,2
o3150dm3znr,2
r3116z11myj,2
z0980m0wsgb,1
k3081756nor,0
h32194gdqu5,0
a3119g6qzao,1
p3114jh3kgh,1
h3104uf1fqq,2
f312902j3a4,1
w31459tmt1y,1
q311303ml4s,2
m0034qxbfwk,1
q3134i1cc66,2
j31329uywfo,2
w3124tian7o,1
e3219rjdcnh,0
n0977ttjmn1,2
d3078rotrlj,1
c3126v65orr,1
i31437wpzp7,2
q0978w69r64,2
x09758c5u1c,1
j3103usry8u,2
b3109399mpf,2
i3106dngxxu,1
z3100wz92on,2
j3209e575eh,1
d3219o5m716,0
a3079ix8p0f,2
t09750th4on,1
x31302o1l7p,1
m3135r8c1b5,1
h3124j1v9da,2
n09808awbzq,2
c3114i1un24,2
n0980hz3byl,2
q31000dhg1g,2
e0034wr0cfc,1
d32193zvul4,0
j0034htpchw,2
w3078yh6aly,2
j00347l1oe6,1
e3137fk1agp,2
b0034uatgm3,0
d3114x0146y,1
m0975a3en42,2
j3115qjam1e,2
y09754iwai2,2
l3107qbdxqc,2
p3219m3pwlz,0
q3104w8bmqg,1
q3103jc1or8,1
o3116d473wm,1
b09770zm9vr,1
d3102wim9ng,1
j3103lwujoi,1
j3118saslk7,1
t3111zg7u0n,1
i3138ihoc1i,2
r31058ecc2a,2
f3219jnq2v8,0
i3141oc99mw,2
a3145a6cqk2,1
